isPractice,whichTest,items,order,id,setID,type,iteration,startedAngle,direction,colorOffset,currentTrial,currentBlock,reportedAngle,rt,imgNum,errorSign,curError,subject,curID
0,0,"c(215, 295)","c(2, 0, 1, 3)",none,none,filler,0,201,cw,289,0,1,284,1615,213,-1,2,1,01
0,0,"c(129, 356)","c(2, 0, 1, 3)",none,none,filler,0,295,ccw,44,1,1,170,2293,146,1,17,1,01
0,0,"c(306, 326)","c(3, 0, 2, 1)",9,2,fixed,1,124,ccw,225,2,1,203,2498,292,-1,14,1,01
0,0,"c(272, 0)","c(1, 3, 0, 2)",none,none,filler,0,203,ccw,144,3,1,301,3106,275,1,3,1,01
0,0,"c(41, 63)","c(2, 3, 1, 0)",none,none,filler,0,304,ccw,167,4,1,146,8243,47,1,6,1,01
0,0,"c(162, 182)","c(1, 2, 3, 0)",7,2,fixed,1,149,cw,266,5,1,241,5028,147,-1,15,1,01
0,0,"c(19, 145)","c(2, 1, 0, 3)",none,none,filler,0,240,ccw,280,6,1,92,3231,348,1,31,1,01
0,0,"c(80, 189)","c(2, 1, 3, 0)",none,none,filler,0,92,ccw,36,7,1,235,2801,89,1,9,1,01
0,0,"c(234, 254)","c(0, 3, 1, 2)",8,2,fixed,1,231,cw,0,8,1,234,1593,234,-1,0,1,01
0,0,"c(211, 175)","c(0, 2, 1, 3)",none,none,filler,0,234,ccw,278,9,1,234,958,208,-1,3,1,01
0,0,"c(160, 227)","c(2, 0, 1, 3)",none,none,filler,0,234,ccw,338,10,1,225,2199,157,-1,3,1,01
0,0,"c(18, 38)","c(1, 2, 3, 0)",5,2,fixed,1,225,cw,143,11,1,225,1185,8,-1,10,1,01
0,0,"c(135, 234)","c(0, 3, 2, 1)",none,none,filler,0,225,ccw,19,12,1,209,2298,132,-1,3,1,01
0,0,"c(220, 242)","c(1, 3, 2, 0)",none,none,filler,0,209,ccw,309,13,1,213,2801,198,-1,22,1,01
0,0,"c(90, 110)","c(2, 1, 3, 0)",6,2,fixed,1,213,cw,137,14,1,309,2080,86,-1,4,1,01
0,0,"c(19, 145)","c(2, 1, 0, 3)",none,none,filler,0,240,ccw,280,6,1,92,3231,348,1,31,1,01
0,0,"c(128, 350)","c(1, 3, 0, 2)",none,none,filler,0,293,ccw,53,0,2,154,2159,153,1,25,1,01
0,0,"c(117, 334)","c(3, 0, 1, 2)",none,none,filler,0,154,cw,265,1,2,224,2277,129,1,12,1,01
0,0,"c(306, 286)","c(1, 2, 3, 0)",4,1,fixed,1,195,ccw,25,2,2,27,1923,308,1,2,1,01
0,0,"c(140, 75)","c(1, 3, 2, 0)",none,none,filler,0,27,cw,128,3,2,29,1224,157,1,17,1,01
0,0,"c(301, 10)",3:0,none,none,filler,0,29,cw,200,4,2,84,2553,284,-1,17,1,01
0,0,"c(162, 142)","c(1, 2, 0, 3)",2,1,fixed,1,84,ccw,89,5,2,87,1637,184,1,22,1,01
0,0,"c(149, 220)","c(0, 1, 3, 2)",none,none,filler,0,87,ccw,29,6,2,175,3469,156,1,7,1,01
0,0,"c(255, 46)","c(3, 1, 2, 0)",none,none,filler,0,104,ccw,183,7,2,104,661,73,1,178,1,01
0,0,"c(90, 70)","c(0, 3, 1, 2)",1,1,fixed,1,85,cw,244,8,2,199,2221,83,-1,7,1,01
0,0,"c(341, 291)","c(0, 2, 3, 1)",none,none,filler,0,182,cw,319,9,2,344,1665,303,-1,38,1,01
0,0,"c(0, 81)","c(2, 0, 1, 3)",none,none,filler,0,350,cw,173,10,2,178,1930,351,1,9,1,01
0,0,"c(234, 214)","c(1, 2, 0, 3)",3,1,fixed,1,178,ccw,140,11,2,329,2146,251,1,17,1,01
0,0,"c(111, 41)","c(0, 2, 1, 3)",none,none,filler,0,329,ccw,220,12,2,66,1527,74,-1,37,1,01
0,0,"c(62, 274)","c(0, 3, 1, 2)",none,none,filler,0,65,cw,217,13,2,215,2448,72,1,10,1,01
0,0,"c(18, -2)","c(2, 1, 3, 0)",0,1,fixed,1,204,cw,37,14,2,298,1687,335,1,43,1,01
0,0,"c(128, 350)","c(1, 3, 0, 2)",none,none,filler,0,293,ccw,53,0,2,154,2159,153,1,25,1,01
0,0,"c(255, 46)","c(3, 1, 2, 0)",none,none,filler,0,104,ccw,183,7,2,104,661,73,1,178,1,01
0,0,"c(341, 291)","c(0, 2, 3, 1)",none,none,filler,0,182,cw,319,9,2,344,1665,303,-1,38,1,01
0,0,"c(111, 41)","c(0, 2, 1, 3)",none,none,filler,0,329,ccw,220,12,2,66,1527,74,-1,37,1,01
0,0,"c(18, -2)","c(2, 1, 3, 0)",0,1,fixed,1,204,cw,37,14,2,298,1687,335,1,43,1,01
0,0,"c(205, 350)","c(0, 3, 2, 1)",none,none,filler,0,283,ccw,150,0,3,328,1787,242,1,37,1,01
0,0,"c(124, 188)","c(3, 1, 2, 0)",none,none,filler,0,328,cw,235,1,3,266,1495,141,1,17,1,01
0,0,"c(147, 167)","c(2, 1, 3, 0)",7,2,fixed,2,259,ccw,2,2,3,224,2651,134,-1,13,1,01
0,0,"c(272, 57)","c(2, 0, 1, 3)",none,none,filler,0,219,ccw,30,3,3,59,2779,271,-1,1,1,01
0,0,"c(335, 253)","c(2, 3, 0, 1)",none,none,filler,0,61,cw,172,4,3,160,1748,332,-1,3,1,01
0,0,"c(8, 28)","c(1, 2, 3, 0)",5,2,fixed,2,160,cw,165,5,3,164,1440,329,1,39,1,01
0,0,"c(185, 97)","c(0, 3, 1, 2)",none,none,filler,0,161,ccw,181,6,3,324,2139,215,1,30,1,01
0,0,"c(226, 350)","c(1, 3, 2, 0)",none,none,filler,0,327,cw,210,7,3,19,1593,229,1,3,1,01
0,0,"c(234, 254)","c(2, 1, 0, 3)",8,2,fixed,2,19,ccw,137,8,3,11,1261,212,-1,22,1,01
0,0,"c(272, 297)","c(3, 1, 0, 2)",none,none,filler,0,11,cw,116,9,3,174,2465,290,1,18,1,01
0,0,"c(267, 323)","c(3, 2, 0, 1)",none,none,filler,0,174,cw,267,10,3,6,4091,273,1,6,1,01
0,0,"c(86, 106)","c(0, 3, 2, 1)",6,2,fixed,2,6,ccw,58,11,3,224,2366,78,-1,8,1,01
0,0,"c(145, 4)","c(1, 0, 2, 3)",none,none,filler,0,224,cw,281,12,3,224,791,145,-1,0,1,01
0,0,"c(35, 86)","c(1, 3, 2, 0)",none,none,filler,0,224,ccw,37,13,3,301,1729,22,-1,13,1,01
0,0,"c(292, 312)","c(0, 3, 1, 2)",9,2,fixed,2,301,ccw,154,14,3,288,2025,278,-1,14,1,01
0,0,"c(205, 350)","c(0, 3, 2, 1)",none,none,filler,0,283,ccw,150,0,3,328,1787,242,1,37,1,01
0,0,"c(8, 28)","c(1, 2, 3, 0)",5,2,fixed,2,160,cw,165,5,3,164,1440,329,1,39,1,01
0,0,"c(185, 97)","c(0, 3, 1, 2)",none,none,filler,0,161,ccw,181,6,3,324,2139,215,1,30,1,01
0,0,"c(350, 113)","c(0, 3, 1, 2)",none,none,filler,0,288,ccw,73,0,4,288,1043,359,1,9,1,01
0,0,"c(72, 94)","c(1, 3, 2, 0)",none,none,filler,0,288,ccw,196,1,4,88,2208,76,1,4,1,01
0,0,"c(18, -2)","c(2, 1, 3, 0)",0,1,fixed,1,88,ccw,46,2,4,292,1908,22,1,4,1,01
0,0,"c(324, 342)","c(1, 0, 2, 3)",none,none,filler,0,292,ccw,174,3,4,208,2532,338,1,14,1,01
0,0,"c(45, 91)",0:3,none,none,filler,0,208,cw,107,4,4,284,2573,31,-1,14,1,01
0,0,"c(308, 288)","c(2, 1, 3, 0)",4,1,fixed,2,277,ccw,9,5,4,45,2900,306,-1,2,1,01
0,0,"c(192, 210)","c(1, 3, 2, 0)",none,none,filler,0,45,ccw,29,6,4,130,2952,201,1,9,1,01
0,0,"c(214, 314)","c(3, 0, 2, 1)",none,none,filler,0,130,cw,34,7,4,187,2936,221,1,7,1,01
0,0,"c(83, 63)","c(1, 2, 3, 0)",1,1,fixed,2,187,ccw,114,8,4,161,3000,85,1,2,1,01
0,0,"c(140, 252)","c(0, 2, 1, 3)",none,none,filler,0,161,ccw,359,9,4,212,4780,149,1,9,1,01
0,0,"c(47, 1)","c(2, 1, 0, 3)",none,none,filler,0,212,cw,19,10,4,52,2784,71,1,24,1,01
0,0,"c(251, 231)","c(0, 3, 1, 2)",3,1,fixed,2,52,ccw,11,11,4,76,2011,273,1,22,1,01
0,0,"c(62, 333)","c(3, 2, 0, 1)",none,none,filler,0,76,ccw,334,12,4,320,3213,66,1,4,1,01
0,0,"c(109, 14)","c(2, 3, 0, 1)",none,none,filler,0,320,ccw,211,13,4,51,2446,98,-1,11,1,01
0,0,"c(184, 164)","c(0, 3, 1, 2)",2,1,fixed,2,51,cw,166,14,4,51,159,217,1,33,1,01
0,0,"c(47, 1)","c(2, 1, 0, 3)",none,none,filler,0,212,cw,19,10,4,52,2784,71,1,24,1,01
0,0,"c(184, 164)","c(0, 3, 1, 2)",2,1,fixed,2,51,cw,166,14,4,51,159,217,1,33,1,01
0,0,"c(332, 112)","c(2, 3, 0, 1)",none,none,filler,0,51,cw,269,0,5,51,763,320,-1,12,1,01
0,0,"c(164, 61)","c(1, 3, 0, 2)",none,none,filler,0,51,ccw,213,1,5,332,2531,175,1,11,1,01
0,0,"c(78, 98)","c(2, 1, 0, 3)",6,2,fixed,3,332,ccw,77,2,5,221,1999,62,-1,16,1,01
0,0,"c(56, 121)","c(0, 3, 1, 2)",none,none,filler,0,221,ccw,15,3,5,281,1563,64,1,8,1,01
0,0,"c(177, 221)","c(3, 1, 2, 0)",none,none,filler,0,281,ccw,105,4,5,101,3099,154,-1,23,1,01
0,0,"c(8, 28)","c(0, 3, 2, 1)",5,2,fixed,2,101,cw,243,5,5,101,1143,344,1,24,1,01
0,0,"c(150, 247)","c(0, 3, 1, 2)",none,none,filler,0,101,cw,220,6,5,292,2217,152,1,2,1,01
0,0,"c(345, 193)","c(1, 2, 0, 3)",none,none,filler,0,294,ccw,245,7,5,143,2072,332,-1,13,1,01
0,0,"c(212, 232)","c(3, 0, 2, 1)",8,2,fixed,3,143,cw,329,8,5,207,1810,176,-1,36,1,01
0,0,"c(257, 221)","c(2, 1, 0, 3)",none,none,filler,0,201,cw,190,9,5,88,1785,278,1,21,1,01
0,0,"c(287, 311)","c(3, 0, 2, 1)",none,none,filler,0,88,ccw,319,10,5,111,1813,290,1,3,1,01
0,0,"c(134, 154)","c(1, 2, 0, 3)",7,2,fixed,3,111,cw,218,11,5,251,6307,109,-1,25,1,01
0,0,"c(310, 329)","c(2, 0, 3, 1)",none,none,filler,0,230,ccw,228,12,5,195,1348,297,-1,13,1,01
0,0,"c(343, 9)","c(1, 0, 2, 3)",none,none,filler,0,195,ccw,245,13,5,145,1562,330,-1,13,1,01
0,0,"c(278, 298)","c(3, 0, 1, 2)",9,2,fixed,3,145,cw,224,14,5,62,1814,286,1,8,1,01
0,0,"c(177, 221)","c(3, 1, 2, 0)",none,none,filler,0,281,ccw,105,4,5,101,3099,154,-1,23,1,01
0,0,"c(8, 28)","c(0, 3, 2, 1)",5,2,fixed,2,101,cw,243,5,5,101,1143,344,1,24,1,01
0,0,"c(212, 232)","c(3, 0, 2, 1)",8,2,fixed,3,143,cw,329,8,5,207,1810,176,-1,36,1,01
0,0,"c(134, 154)","c(1, 2, 0, 3)",7,2,fixed,3,111,cw,218,11,5,251,6307,109,-1,25,1,01
0,0,"c(52, 119)","c(1, 0, 3, 2)",none,none,filler,0,62,ccw,128,0,6,161,2492,71,1,19,1,01
0,0,"c(241, 154)","c(3, 0, 2, 1)",none,none,filler,0,161,cw,116,1,6,117,2241,233,-1,8,1,01
0,0,"c(22, 2)","c(1, 2, 0, 3)",0,1,fixed,2,117,cw,235,2,6,133,1780,8,-1,14,1,01
0,0,"c(214, 138)","c(2, 0, 1, 3)",none,none,filler,0,133,cw,183,3,6,30,2390,213,-1,1,1,01
0,0,"c(92, 213)","c(1, 2, 3, 0)",none,none,filler,0,30,ccw,182,4,6,86,1699,92,-1,0,1,01
0,0,"c(85, 65)","c(3, 0, 2, 1)",1,1,fixed,3,86,cw,216,5,6,230,3747,86,1,1,1,01
0,0,"c(197, 245)",0:3,none,none,filler,0,223,ccw,209,6,6,311,2557,200,1,3,1,01
0,0,"c(43, 204)","c(3, 2, 0, 1)",none,none,filler,0,311,ccw,13,7,6,311,931,36,-1,7,1,01
0,0,"c(184, 164)","c(1, 2, 3, 0)",2,1,fixed,2,311,ccw,123,8,6,37,2600,200,1,16,1,01
0,0,"c(265, 128)","c(3, 2, 0, 1)",none,none,filler,0,37,cw,284,9,6,354,1732,278,1,13,1,01
0,0,"c(300, 230)","c(2, 0, 3, 1)",none,none,filler,0,354,cw,271,10,6,31,2923,302,1,2,1,01
0,0,"c(306, 286)","c(1, 2, 0, 3)",4,1,fixed,3,31,cw,283,11,6,30,1392,313,1,7,1,01
0,0,"c(324, 32)",0:3,none,none,filler,0,30,cw,268,12,6,31,1737,299,-1,25,1,01
0,0,"c(99, 40)","c(0, 2, 1, 3)",none,none,filler,0,31,cw,144,13,6,315,3018,99,-1,0,1,01
0,0,"c(273, 253)","c(3, 0, 1, 2)",3,1,fixed,3,315,cw,126,14,6,162,2714,288,1,15,1,01
0,0,"c(324, 32)",0:3,none,none,filler,0,30,cw,268,12,6,31,1737,299,-1,25,1,01
0,0,"c(342, 303)","c(3, 2, 0, 1)",none,none,filler,0,169,cw,90,0,7,194,2103,284,-1,58,1,01
0,0,"c(321, 165)","c(1, 3, 2, 0)",none,none,filler,0,194,cw,109,1,7,193,1326,302,-1,19,1,01
0,0,"c(212, 232)","c(0, 3, 1, 2)",8,2,fixed,3,193,ccw,179,2,7,337,1801,204,-1,8,1,01
0,0,"c(103, 305)","c(1, 2, 0, 3)",none,none,filler,0,337,cw,37,3,7,63,1869,100,-1,3,1,01
0,0,"c(252, 146)","c(2, 1, 3, 0)",none,none,filler,0,63,ccw,305,4,7,146,2409,269,1,17,1,01
0,0,"c(62, 82)","c(0, 3, 2, 1)",6,2,fixed,4,146,ccw,104,5,7,182,2249,74,1,12,1,01
0,0,"c(247, 178)","c(1, 0, 2, 3)",none,none,filler,0,182,ccw,12,6,7,109,2404,239,-1,8,1,01
0,0,"c(63, 188)","c(1, 3, 2, 0)",none,none,filler,0,109,cw,241,7,7,192,2981,73,1,10,1,01
0,0,"c(8, 28)","c(2, 1, 0, 3)",5,2,fixed,2,191,cw,165,8,7,191,803,356,1,12,1,01
0,0,"c(317, 333)","c(1, 3, 2, 0)",none,none,filler,0,191,cw,54,9,7,242,3587,296,-1,21,1,01
0,0,"c(121, 49)","c(2, 3, 0, 1)",none,none,filler,0,229,ccw,161,10,7,78,2036,121,-1,0,1,01
0,0,"c(286, 306)","c(1, 2, 3, 0)",9,2,fixed,4,78,ccw,104,11,7,333,2268,283,-1,3,1,01
0,0,"c(224, 329)","c(3, 1, 2, 0)",none,none,filler,0,267,cw,55,12,7,212,2448,267,1,43,1,01
0,0,"c(349, 81)","c(0, 2, 3, 1)",none,none,filler,0,212,ccw,93,13,7,304,2995,323,-1,26,1,01
0,0,"c(134, 154)","c(1, 2, 0, 3)",7,2,fixed,3,304,ccw,13,14,7,222,1676,125,-1,9,1,01
0,0,"c(342, 303)","c(3, 2, 0, 1)",none,none,filler,0,169,cw,90,0,7,194,2103,284,-1,58,1,01
0,0,"c(224, 329)","c(3, 1, 2, 0)",none,none,filler,0,267,cw,55,12,7,212,2448,267,1,43,1,01
0,0,"c(349, 81)","c(0, 2, 3, 1)",none,none,filler,0,212,ccw,93,13,7,304,2995,323,-1,26,1,01
0,0,"c(145, 49)","c(1, 2, 3, 0)",none,none,filler,0,207,ccw,356,0,8,207,888,157,1,12,1,01
0,0,"c(99, 18)","c(2, 1, 0, 3)",none,none,filler,0,207,cw,168,1,8,273,1730,81,-1,18,1,01
0,0,"c(200, 180)","c(0, 3, 1, 2)",2,1,fixed,3,273,cw,170,2,8,33,1675,203,1,3,1,01
0,0,"c(350, 216)","c(1, 0, 2, 3)",none,none,filler,0,32,ccw,8,3,8,32,747,320,-1,30,1,01
0,0,"c(117, 280)","c(0, 3, 1, 2)",none,none,filler,0,32,ccw,203,4,8,32,1419,125,1,8,1,01
0,0,"c(8, -12)","c(1, 2, 0, 3)",0,1,fixed,3,32,ccw,252,5,8,105,1745,3,-1,5,1,01
0,0,"c(210, 77)","c(3, 0, 2, 1)",none,none,filler,0,105,cw,189,6,8,33,1655,222,1,12,1,01
0,0,"c(129, 279)","c(1, 3, 0, 2)",none,none,filler,0,33,ccw,44,7,8,153,2124,163,1,34,1,01
0,0,"c(313, 293)","c(2, 1, 0, 3)",4,1,fixed,4,163,cw,272,8,8,28,1212,300,-1,13,1,01
0,0,"c(167, 21)","c(1, 0, 2, 3)",none,none,filler,0,28,ccw,261,9,8,275,2521,184,1,17,1,01
0,0,"c(246, 94)","c(1, 0, 2, 3)",none,none,filler,0,275,cw,311,10,8,275,1307,226,-1,20,1,01
0,0,"c(288, 268)","c(2, 1, 0, 3)",3,1,fixed,4,275,cw,260,11,8,29,2772,289,1,1,1,01
0,0,"c(248, 113)","c(1, 2, 3, 0)",none,none,filler,0,29,ccw,214,12,8,260,2835,246,-1,2,1,01
0,0,"c(41, 193)","c(3, 0, 1, 2)",none,none,filler,0,260,ccw,129,13,8,186,1907,45,1,4,1,01
0,0,"c(86, 66)","c(1, 2, 3, 0)",1,1,fixed,4,186,cw,310,14,8,154,3071,104,1,18,1,01
0,0,"c(350, 216)","c(1, 0, 2, 3)",none,none,filler,0,32,ccw,8,3,8,32,747,320,-1,30,1,01
0,0,"c(129, 279)","c(1, 3, 0, 2)",none,none,filler,0,33,ccw,44,7,8,153,2124,163,1,34,1,01
0,0,"c(326, 179)","c(0, 3, 2, 1)",none,none,filler,0,154,ccw,330,0,9,79,1538,311,-1,15,1,01
0,0,"c(184, 126)","c(1, 2, 3, 0)",none,none,filler,0,79,ccw,224,1,9,301,2115,195,1,11,1,01
0,0,"c(356, 376)","c(0, 3, 1, 2)",5,2,fixed,3,301,cw,270,2,9,57,1871,327,-1,29,1,01
0,0,"c(260, 149)",0:3,none,none,filler,0,57,cw,311,3,9,327,2731,278,1,18,1,01
0,0,"c(175, 126)","c(3, 1, 0, 2)",none,none,filler,0,327,ccw,216,4,9,327,945,177,1,2,1,01
0,0,"c(204, 224)","c(2, 1, 0, 3)",8,2,fixed,4,327,ccw,223,5,9,318,2298,179,-1,25,1,01
0,0,"c(254, 335)","c(0, 2, 3, 1)",none,none,filler,0,318,ccw,339,6,9,108,2210,273,1,19,1,01
0,0,"c(29, 6)","c(2, 0, 1, 3)",none,none,filler,0,109,ccw,33,7,9,315,2551,12,-1,17,1,01
0,0,"c(74, 94)","c(3, 0, 1, 2)",6,2,fixed,5,307,cw,218,8,9,216,2142,74,-1,0,1,01
0,0,"c(194, 59)",3:0,none,none,filler,0,215,ccw,162,9,9,329,1315,229,1,35,1,01
0,0,"c(225, 134)","c(1, 0, 3, 2)",none,none,filler,0,335,cw,312,10,9,275,1362,227,1,2,1,01
0,0,"c(283, 303)","c(2, 1, 3, 0)",9,2,fixed,5,272,ccw,277,11,9,170,1782,273,-1,10,1,01
0,0,"c(42, 239)","c(0, 3, 2, 1)",none,none,filler,0,170,cw,29,12,9,12,2524,41,-1,1,1,01
0,0,"c(350, 275)","c(2, 1, 3, 0)",none,none,filler,0,12,cw,129,13,9,194,1707,323,-1,27,1,01
0,0,"c(125, 145)","c(3, 0, 2, 1)",7,2,fixed,4,194,cw,145,14,9,326,2173,111,-1,14,1,01
0,0,"c(356, 376)","c(0, 3, 1, 2)",5,2,fixed,3,301,cw,270,2,9,57,1871,327,-1,29,1,01
0,0,"c(204, 224)","c(2, 1, 0, 3)",8,2,fixed,4,327,ccw,223,5,9,318,2298,179,-1,25,1,01
0,0,"c(194, 59)",3:0,none,none,filler,0,215,ccw,162,9,9,329,1315,229,1,35,1,01
0,0,"c(350, 275)","c(2, 1, 3, 0)",none,none,filler,0,12,cw,129,13,9,194,1707,323,-1,27,1,01
0,0,"c(358, 241)","c(2, 0, 3, 1)",none,none,filler,0,343,ccw,90,0,10,305,1563,325,-1,33,1,01
0,0,"c(28, 309)","c(0, 1, 3, 2)",none,none,filler,0,306,ccw,74,1,10,290,2142,356,1,32,1,01
0,0,"c(300, 280)","c(3, 0, 1, 2)",4,1,fixed,5,293,cw,265,2,10,34,1706,299,-1,1,1,01
0,0,"c(42, 337)","c(0, 1, 3, 2)",none,none,filler,0,34,cw,259,3,10,156,3435,55,1,13,1,01
0,0,"c(123, 66)","c(2, 1, 0, 3)",none,none,filler,0,156,cw,114,4,10,13,2229,127,1,4,1,01
0,0,"c(203, 183)","c(3, 0, 2, 1)",2,1,fixed,4,13,ccw,352,5,10,164,1762,204,1,1,1,01
0,0,"c(161, 138)","c(0, 2, 1, 3)",none,none,filler,0,164,cw,27,6,10,149,1649,176,1,15,1,01
0,0,"c(108, 156)","c(2, 3, 0, 1)",none,none,filler,0,149,ccw,28,7,10,226,1762,106,-1,2,1,01
0,0,"c(289, 269)","c(1, 2, 3, 0)",3,1,fixed,5,199,ccw,85,8,10,340,2516,295,1,6,1,01
0,0,"c(5, 340)","c(3, 1, 2, 0)",none,none,filler,0,340,ccw,281,9,10,77,2306,2,-1,3,1,01
0,0,"c(61, 90)","c(3, 2, 0, 1)",none,none,filler,0,77,ccw,331,10,10,324,2124,65,1,4,1,01
0,0,"c(104, 84)","c(1, 2, 3, 0)",1,1,fixed,5,324,cw,319,11,10,149,2225,108,1,4,1,01
0,0,"c(174, 23)","c(1, 2, 3, 0)",none,none,filler,0,149,cw,205,12,10,347,1897,192,1,18,1,01
0,0,"c(216, 308)","c(1, 2, 0, 3)",none,none,filler,0,347,cw,239,13,10,346,1278,225,1,9,1,01
0,0,"c(3, -17)","c(3, 0, 1, 2)",0,1,fixed,4,346,cw,21,14,10,338,1407,359,1,4,1,01
0,0,"c(358, 241)","c(2, 0, 3, 1)",none,none,filler,0,343,ccw,90,0,10,305,1563,325,-1,33,1,01
0,0,"c(28, 309)","c(0, 1, 3, 2)",none,none,filler,0,306,ccw,74,1,10,290,2142,356,1,32,1,01
0,0,"c(178, 258)","c(2, 1, 0, 3)",none,none,filler,0,338,ccw,43,0,11,130,2276,187,1,9,1,01
0,0,"c(183, 235)","c(2, 0, 1, 3)",none,none,filler,0,130,cw,197,1,11,348,1688,185,1,2,1,01
0,0,"c(74, 94)","c(3, 0, 2, 1)",6,2,fixed,6,347,cw,251,2,11,183,2706,74,-1,0,1,01
0,0,"c(18, 46)","c(2, 3, 0, 1)",none,none,filler,0,182,ccw,59,3,11,324,5807,337,1,41,1,01
0,0,"c(61, 116)","c(2, 1, 0, 3)",none,none,filler,0,324,cw,301,4,11,131,1695,72,1,11,1,01
0,0,"c(111, 131)","c(0, 3, 1, 2)",7,2,fixed,5,131,cw,110,5,11,359,1340,109,-1,2,1,01
0,0,"c(286, 171)","c(1, 0, 2, 3)",none,none,filler,0,359,ccw,13,6,11,48,1811,299,1,13,1,01
0,0,"c(344, 268)","c(3, 2, 0, 1)",none,none,filler,0,48,ccw,326,7,11,48,1371,346,1,2,1,01
0,0,"c(204, 224)","c(1, 2, 0, 3)",8,2,fixed,4,47,ccw,81,8,11,91,1980,188,-1,16,1,01
0,0,"c(44, 161)","c(1, 0, 3, 2)",none,none,filler,0,91,ccw,317,9,11,355,2656,48,1,4,1,01
0,0,"c(61, 315)","c(3, 1, 2, 0)",none,none,filler,0,355,ccw,234,10,11,55,1771,71,1,10,1,01
0,0,"c(273, 293)","c(2, 1, 0, 3)",9,2,fixed,6,55,ccw,211,11,11,215,2345,294,1,21,1,01
0,0,"c(2, 202)",3:0,none,none,filler,0,215,cw,34,12,11,288,2771,322,1,40,1,01
0,0,"c(216, 179)",0:3,none,none,filler,0,294,ccw,34,13,11,106,2763,220,1,4,1,01
0,0,"c(356, 376)","c(2, 1, 0, 3)",5,2,fixed,3,106,cw,14,14,11,318,4107,332,-1,24,1,01
0,0,"c(18, 46)","c(2, 3, 0, 1)",none,none,filler,0,182,ccw,59,3,11,324,5807,337,1,41,1,01
0,0,"c(2, 202)",3:0,none,none,filler,0,215,cw,34,12,11,288,2771,322,1,40,1,01
0,0,"c(356, 376)","c(2, 1, 0, 3)",5,2,fixed,3,106,cw,14,14,11,318,4107,332,-1,24,1,01
0,0,"c(249, 25)",0:3,none,none,filler,0,348,cw,224,0,12,9,1654,233,-1,16,1,01
0,0,"c(52, 107)","c(0, 3, 1, 2)",none,none,filler,0,9,ccw,190,1,12,106,1401,64,1,12,1,01
0,0,"c(204, 184)","c(2, 1, 3, 0)",2,1,fixed,5,105,ccw,334,2,12,170,1572,216,1,12,1,01
0,0,"c(313, 257)","c(3, 0, 2, 1)",none,none,filler,0,170,cw,320,3,12,340,1529,300,-1,13,1,01
0,0,"c(13, 238)","c(2, 1, 0, 3)",none,none,filler,0,340,ccw,339,4,12,352,2219,29,1,16,1,01
0,0,"c(108, 88)","c(0, 3, 1, 2)",1,1,fixed,6,352,ccw,116,5,12,103,2837,141,1,33,1,01
0,0,"c(319, 340)","c(3, 1, 0, 2)",none,none,filler,0,103,cw,219,6,12,71,2083,290,-1,29,1,01
0,0,"c(64, 159)",3:0,none,none,filler,0,71,cw,319,7,12,106,1304,65,1,1,1,01
0,0,"c(359, 339)","c(1, 2, 0, 3)",0,1,fixed,5,106,ccw,146,8,12,177,4324,37,1,38,1,01
0,0,"c(78, 20)","c(2, 1, 3, 0)",none,none,filler,0,177,cw,73,9,12,349,3102,62,-1,16,1,01
0,0,"c(255, 130)","c(1, 3, 0, 2)",none,none,filler,0,349,ccw,225,10,12,234,2311,261,1,6,1,01
0,0,"c(299, 279)","c(2, 1, 0, 3)",4,1,fixed,6,218,ccw,286,11,12,130,1552,304,1,5,1,01
0,0,"c(308, 331)","c(3, 1, 0, 2)",none,none,filler,0,130,ccw,65,12,12,12,1787,283,-1,25,1,01
0,0,"c(186, 46)","c(1, 3, 0, 2)",none,none,filler,0,12,cw,275,13,12,291,2585,206,1,20,1,01
0,0,"c(295, 275)","c(0, 3, 1, 2)",3,1,fixed,6,291,ccw,263,14,12,151,2026,306,1,11,1,01
0,0,"c(108, 88)","c(0, 3, 1, 2)",1,1,fixed,6,352,ccw,116,5,12,103,2837,141,1,33,1,01
0,0,"c(319, 340)","c(3, 1, 0, 2)",none,none,filler,0,103,cw,219,6,12,71,2083,290,-1,29,1,01
0,0,"c(359, 339)","c(1, 2, 0, 3)",0,1,fixed,5,106,ccw,146,8,12,177,4324,37,1,38,1,01
0,0,"c(308, 331)","c(3, 1, 0, 2)",none,none,filler,0,130,ccw,65,12,12,12,1787,283,-1,25,1,01
0,0,"c(313, 348)","c(1, 3, 2, 0)",none,none,filler,0,151,cw,195,0,13,88,1704,283,-1,30,1,01
0,0,"c(5, 218)","c(1, 3, 2, 0)",none,none,filler,0,89,ccw,18,1,13,1,1628,341,1,24,1,01
0,0,"c(294, 314)","c(2, 1, 3, 0)",9,2,fixed,7,1,ccw,77,2,13,355,1092,288,-1,6,1,01
0,0,"c(303, 212)","c(3, 2, 0, 1)",none,none,filler,0,355,ccw,274,3,13,133,2090,313,1,10,1,01
0,0,"c(249, 5)","c(1, 0, 3, 2)",none,none,filler,0,133,ccw,263,4,13,205,1673,252,1,3,1,01
0,0,"c(188, 208)","c(3, 0, 2, 1)",8,2,fixed,5,205,ccw,226,5,13,312,4535,182,-1,6,1,01
0,0,"c(149, 43)","c(2, 3, 0, 1)",none,none,filler,0,312,ccw,138,6,13,54,2914,168,1,19,1,01
0,0,"c(171, 104)","c(0, 3, 2, 1)",none,none,filler,0,54,cw,64,7,13,105,1953,169,-1,2,1,01
