isPractice,whichTest,items,order,id,setID,type,iteration,startedAngle,direction,colorOffset,currentTrial,currentBlock,reportedAngle,rt,imgNum,errorSign,curError,subject,curID
0,0,"c(270, 8)","c(1, 0, 2, 3)",none,none,filler,0,1,ccw,212,12,1,205,2764,303,1,33,3,03
0,0,"c(201, 232)","c(2, 3, 0, 1)",none,none,filler,0,286,cw,343,0,2,209,2833,192,-1,9,3,03
0,0,"c(206, 257)","c(1, 3, 2, 0)",none,none,filler,0,209,ccw,61,1,2,82,2999,217,1,11,3,03
0,0,"c(306, 286)","c(0, 3, 2, 1)",4,1,fixed,1,82,ccw,163,2,2,250,6328,307,1,1,3,03
0,0,"c(356, 312)","c(3, 1, 2, 0)",none,none,filler,0,190,cw,345,3,2,350,2624,335,-1,21,3,03
0,0,"c(338, 80)","c(2, 0, 1, 3)",none,none,filler,0,351,cw,104,4,2,255,3088,359,1,21,3,03
0,0,"c(18, -2)","c(3, 0, 2, 1)",0,1,fixed,1,255,ccw,112,5,2,224,2556,24,1,6,3,03
0,0,"c(50, 31)","c(2, 1, 0, 3)",none,none,filler,0,242,ccw,113,6,2,207,5355,40,-1,10,3,03
0,0,"c(187, 327)","c(1, 2, 0, 3)",none,none,filler,0,207,ccw,12,7,2,188,3108,160,-1,27,3,03
0,0,"c(234, 214)","c(0, 3, 1, 2)",3,1,fixed,1,196,cw,188,8,2,42,5155,230,-1,4,3,03
0,0,"c(54, 296)","c(0, 3, 2, 1)",none,none,filler,0,38,ccw,118,9,2,195,6964,47,-1,7,3,03
0,0,"c(147, 261)","c(2, 1, 0, 3)",none,none,filler,0,195,cw,189,10,2,332,3285,161,1,14,3,03
0,0,"c(162, 142)","c(0, 3, 2, 1)",2,1,fixed,1,326,ccw,41,11,2,162,4579,157,-1,5,3,03
0,0,"c(128, 180)","c(1, 3, 2, 0)",none,none,filler,0,162,ccw,127,12,2,94,8369,139,1,11,3,03
0,0,"c(230, 359)","c(0, 3, 1, 2)",none,none,filler,0,92,ccw,98,13,2,38,6330,224,-1,6,3,03
0,0,"c(90, 70)","c(1, 2, 3, 0)",1,1,fixed,1,38,cw,118,14,2,327,7979,85,-1,5,3,03
0,0,"c(187, 327)","c(1, 2, 0, 3)",none,none,filler,0,207,ccw,12,7,2,188,3108,160,-1,27,3,03
0,0,"c(279, 192)",0:3,none,none,filler,0,260,cw,177,0,3,108,4614,285,1,6,3,03
0,0,"c(120, 136)","c(2, 1, 0, 3)",none,none,filler,0,108,ccw,359,1,3,232,4922,129,1,9,3,03
0,0,"c(232, 252)","c(0, 3, 1, 2)",8,2,fixed,2,232,cw,351,2,3,232,1372,223,-1,9,3,03
0,0,"c(158, 36)","c(0, 2, 3, 1)",none,none,filler,0,232,ccw,51,3,3,142,3766,167,1,9,3,03
0,0,"c(219, 185)","c(1, 0, 3, 2)",none,none,filler,0,142,cw,281,4,3,290,9814,211,-1,8,3,03
0,0,"c(76, 96)","c(3, 0, 2, 1)",6,2,fixed,2,290,ccw,289,5,3,353,5095,78,1,2,3,03
0,0,"c(1, 286)","c(2, 1, 0, 3)",none,none,filler,0,353,ccw,248,6,3,128,2047,344,1,17,3,03
0,0,"c(70, 346)","c(0, 2, 3, 1)",none,none,filler,0,128,cw,146,7,3,277,2514,63,-1,7,3,03
0,0,"c(8, 28)","c(1, 2, 3, 0)",5,2,fixed,2,277,cw,124,8,3,228,2992,352,1,16,3,03
0,0,"c(137, 335)","c(2, 3, 1, 0)",none,none,filler,0,228,ccw,193,9,3,26,4017,141,1,4,3,03
0,0,"c(212, 103)","c(0, 2, 3, 1)",none,none,filler,0,27,cw,120,10,3,117,2557,237,1,25,3,03
0,0,"c(300, 320)","c(3, 0, 1, 2)",9,2,fixed,2,116,ccw,279,11,3,138,3852,303,1,3,3,03
0,0,"c(41, 80)","c(1, 0, 2, 3)",none,none,filler,0,138,ccw,158,12,3,150,3297,52,1,11,3,03
0,0,"c(235, 146)",0:3,none,none,filler,0,150,ccw,123,13,3,26,4601,211,-1,24,3,03
0,0,"c(174, 194)","c(2, 1, 3, 0)",7,2,fixed,2,23,ccw,219,14,3,320,5850,181,1,7,3,03
0,0,"c(212, 103)","c(0, 2, 3, 1)",none,none,filler,0,27,cw,120,10,3,117,2557,237,1,25,3,03
0,0,"c(235, 146)",0:3,none,none,filler,0,150,ccw,123,13,3,26,4601,211,-1,24,3,03
0,0,"c(46, 116)","c(2, 0, 1, 3)",none,none,filler,0,320,cw,155,0,4,267,2016,62,1,16,3,03
0,0,"c(123, 162)","c(0, 2, 3, 1)",none,none,filler,0,267,cw,230,1,4,267,2196,137,1,14,3,03
0,0,"c(24, 4)","c(3, 0, 2, 1)",0,1,fixed,2,267,ccw,39,2,4,285,4800,36,1,12,3,03
0,0,"c(257, 343)","c(3, 1, 2, 0)",none,none,filler,0,285,ccw,38,3,4,28,2542,294,1,37,3,03
0,0,"c(172, 64)","c(3, 0, 1, 2)",none,none,filler,0,18,cw,108,4,4,45,4402,153,-1,19,3,03
0,0,"c(157, 137)","c(2, 1, 0, 3)",2,1,fixed,2,44,ccw,193,5,4,358,4682,169,1,12,3,03
0,0,"c(289, 233)","c(0, 3, 1, 2)",none,none,filler,0,358,ccw,175,6,4,251,6939,294,1,5,3,03
0,0,"c(187, 155)","c(2, 3, 1, 0)",none,none,filler,0,251,cw,46,7,4,147,5379,193,1,6,3,03
0,0,"c(85, 65)","c(0, 3, 1, 2)",1,1,fixed,2,147,ccw,243,8,4,43,5610,74,-1,11,3,03
0,0,"c(2, 327)","c(1, 3, 2, 0)",none,none,filler,0,43,cw,46,9,4,327,5594,13,1,11,3,03
0,0,"c(131, 148)","c(1, 0, 2, 3)",none,none,filler,0,327,ccw,300,10,4,280,3537,140,1,9,3,03
0,0,"c(307, 287)","c(3, 0, 1, 2)",4,1,fixed,2,281,cw,282,11,4,31,3921,313,1,6,3,03
0,0,"c(339, 188)","c(2, 1, 0, 3)",none,none,filler,0,55,ccw,51,12,4,326,3659,343,1,4,3,03
0,0,"c(192, 250)","c(0, 1, 3, 2)",none,none,filler,0,326,cw,74,13,4,117,4385,191,-1,1,3,03
0,0,"c(230, 210)","c(2, 1, 0, 3)",3,1,fixed,2,117,ccw,136,14,4,357,4827,227,-1,3,3,03
0,0,"c(257, 343)","c(3, 1, 2, 0)",none,none,filler,0,285,ccw,38,3,4,28,2542,294,1,37,3,03
0,0,"c(32, 250)","c(1, 2, 0, 3)",none,none,filler,0,357,ccw,54,0,5,307,3888,359,1,33,3,03
0,0,"c(287, 173)","c(2, 0, 1, 3)",none,none,filler,0,325,cw,50,1,5,246,3067,296,1,9,3,03
0,0,"c(303, 323)","c(3, 0, 2, 1)",9,2,fixed,3,246,cw,38,2,5,241,1982,279,-1,24,3,03
0,0,"c(263, 237)","c(1, 2, 3, 0)",none,none,filler,0,241,cw,113,3,5,165,1722,278,1,15,3,03
0,0,"c(332, 252)","c(2, 3, 0, 1)",none,none,filler,0,165,cw,200,4,5,132,2864,332,-1,0,3,03
0,0,"c(78, 98)","c(1, 2, 3, 0)",6,2,fixed,3,132,ccw,254,5,5,44,3633,62,-1,16,3,03
0,0,"c(173, 279)","c(2, 0, 3, 1)",none,none,filler,0,44,cw,86,6,5,97,3936,183,1,10,3,03
0,0,"c(15, 260)","c(1, 3, 0, 2)",none,none,filler,0,97,ccw,340,7,5,34,2888,346,1,29,3,03
0,0,"c(223, 243)","c(2, 1, 3, 0)",8,2,fixed,3,35,ccw,125,8,5,25,1763,210,-1,13,3,03
0,0,"c(27, 293)","c(3, 1, 0, 2)",none,none,filler,0,25,cw,336,9,5,19,1267,355,1,32,3,03
0,0,"c(327, 107)","c(0, 2, 3, 1)",none,none,filler,0,19,ccw,335,10,5,28,2529,357,1,30,3,03
0,0,"c(181, 201)","c(3, 0, 1, 2)",7,2,fixed,3,41,ccw,185,11,5,347,6593,188,1,7,3,03
0,0,"c(317, 108)","c(2, 0, 1, 3)",none,none,filler,0,340,ccw,180,12,5,202,2472,338,1,21,3,03
0,0,"c(43, 15)","c(3, 2, 0, 1)",none,none,filler,0,201,ccw,346,13,5,320,3850,54,1,11,3,03
0,0,"c(352, 372)","c(1, 2, 0, 3)",5,2,fixed,3,320,cw,78,14,5,294,7002,12,1,20,3,03
0,0,"c(32, 250)","c(1, 2, 0, 3)",none,none,filler,0,357,ccw,54,0,5,307,3888,359,1,33,3,03
0,0,"c(303, 323)","c(3, 0, 2, 1)",9,2,fixed,3,246,cw,38,2,5,241,1982,279,-1,24,3,03
0,0,"c(15, 260)","c(1, 3, 0, 2)",none,none,filler,0,97,ccw,340,7,5,34,2888,346,1,29,3,03
0,0,"c(27, 293)","c(3, 1, 0, 2)",none,none,filler,0,25,cw,336,9,5,19,1267,355,1,32,3,03
0,0,"c(327, 107)","c(0, 2, 3, 1)",none,none,filler,0,19,ccw,335,10,5,28,2529,357,1,30,3,03
0,0,"c(358, 137)","c(2, 3, 1, 0)",none,none,filler,0,299,cw,73,0,6,277,2021,350,-1,8,3,03
0,0,"c(78, 316)","c(0, 3, 2, 1)",none,none,filler,0,277,cw,149,1,6,268,3619,57,-1,21,3,03
0,0,"c(36, 16)","c(2, 1, 3, 0)",0,1,fixed,3,268,ccw,258,2,6,51,7641,51,1,15,3,03
0,0,"c(283, 23)","c(1, 2, 0, 3)",none,none,filler,0,51,cw,47,3,6,243,2433,290,1,7,3,03
0,0,"c(108, 254)","c(0, 3, 1, 2)",none,none,filler,0,243,ccw,70,4,6,204,3288,86,-1,22,3,03
0,0,"c(227, 207)","c(1, 2, 0, 3)",3,1,fixed,3,204,ccw,83,5,6,65,5201,212,-1,15,3,03
0,0,"c(103, 52)","c(2, 3, 0, 1)",none,none,filler,0,67,cw,310,6,6,123,5064,73,-1,30,3,03
0,0,"c(350, 318)",3:0,none,none,filler,0,123,ccw,278,7,6,91,5585,351,1,1,3,03
0,0,"c(169, 149)","c(1, 2, 0, 3)",2,1,fixed,3,91,ccw,300,8,6,258,7505,162,-1,7,3,03
0,0,"c(40, 348)","c(1, 3, 2, 0)",none,none,filler,0,258,ccw,265,9,6,60,3807,35,-1,5,3,03
0,0,"c(47, 174)","c(3, 1, 0, 2)",none,none,filler,0,59,ccw,339,10,6,324,5640,57,1,10,3,03
0,0,"c(313, 293)","c(0, 3, 2, 1)",4,1,fixed,3,332,cw,335,11,6,341,3521,316,1,3,3,03
0,0,"c(60, 272)",0:3,none,none,filler,0,341,cw,30,12,6,18,3936,48,-1,12,3,03
0,0,"c(175, 293)","c(3, 2, 0, 1)",none,none,filler,0,18,cw,6,13,6,171,3411,177,1,2,3,03
0,0,"c(74, 54)","c(0, 3, 1, 2)",1,1,fixed,3,171,ccw,116,14,6,174,3598,70,-1,4,3,03
0,0,"c(103, 52)","c(2, 3, 0, 1)",none,none,filler,0,67,cw,310,6,6,123,5064,73,-1,30,3,03
0,0,"c(142, 66)","c(0, 2, 1, 3)",none,none,filler,0,174,cw,40,0,7,122,9369,162,1,20,3,03
0,0,"c(242, 26)","c(2, 0, 1, 3)",none,none,filler,0,122,cw,228,1,7,11,3049,239,-1,3,3,03
0,0,"c(62, 82)","c(3, 0, 1, 2)",6,2,fixed,4,11,cw,123,2,7,294,3135,57,-1,5,3,03
0,0,"c(326, 259)","c(1, 3, 0, 2)",none,none,filler,0,328,cw,68,3,7,271,5936,339,1,13,3,03
0,0,"c(285, 64)","c(3, 0, 1, 2)",none,none,filler,0,271,cw,272,4,7,15,2227,287,1,2,3,03
0,0,"c(12, 32)","c(1, 2, 0, 3)",5,2,fixed,4,15,cw,344,5,7,17,2634,1,-1,11,3,03
0,0,"c(114, 347)","c(3, 1, 2, 0)",none,none,filler,0,17,cw,131,6,7,14,1571,145,1,31,3,03
0,0,"c(146, 300)",0:3,none,none,filler,0,14,ccw,85,7,7,114,3667,161,1,15,3,03
0,0,"c(210, 230)","c(2, 1, 0, 3)",8,2,fixed,4,114,ccw,141,8,7,16,9685,203,-1,7,3,03
0,0,"c(93, 327)","c(2, 3, 0, 1)",none,none,filler,0,48,cw,182,9,7,256,4761,78,-1,15,3,03
0,0,"c(344, 30)","c(1, 3, 2, 0)",none,none,filler,0,256,ccw,162,10,7,219,1948,339,-1,5,3,03
0,0,"c(188, 208)","c(2, 1, 3, 0)",7,2,fixed,4,219,cw,218,11,7,330,3907,188,-1,0,3,03
0,0,"c(210, 339)","c(1, 3, 2, 0)",none,none,filler,0,337,cw,229,12,7,338,1001,207,-1,3,3,03
0,0,"c(142, 235)","c(3, 1, 0, 2)",none,none,filler,0,338,ccw,31,13,7,169,4300,160,1,18,3,03
0,0,"c(303, 323)","c(0, 3, 2, 1)",9,2,fixed,3,169,ccw,245,14,7,182,2097,293,-1,10,3,03
0,0,"c(114, 347)","c(3, 1, 2, 0)",none,none,filler,0,17,cw,131,6,7,14,1571,145,1,31,3,03
0,0,"c(229, 119)",0:3,none,none,filler,0,182,cw,351,0,8,222,3957,213,-1,16,3,03
0,0,"c(286, 154)","c(0, 2, 1, 3)",none,none,filler,0,222,cw,333,1,8,303,6541,276,-1,10,3,03
0,0,"c(70, 50)","c(3, 0, 2, 1)",1,1,fixed,4,298,ccw,338,2,8,309,4595,73,1,3,3,03
0,0,"c(105, 0)","c(1, 0, 2, 3)",none,none,filler,0,309,cw,220,3,8,228,3841,88,-1,17,3,03
0,0,"c(251, 181)","c(1, 2, 3, 0)",none,none,filler,0,228,cw,239,4,8,2,5955,241,-1,10,3,03
0,0,"c(51, 31)","c(3, 0, 1, 2)",0,1,fixed,4,2,ccw,224,5,8,80,5376,56,1,5,3,03
0,0,"c(223, 76)","c(0, 1, 3, 2)",none,none,filler,0,80,cw,143,6,8,87,2596,230,1,7,3,03
0,0,"c(6, 236)","c(2, 1, 0, 3)",none,none,filler,0,87,ccw,312,7,8,48,2193,360,1,6,3,03
0,0,"c(212, 192)","c(0, 3, 2, 1)",3,1,fixed,4,48,ccw,305,8,8,198,6223,217,1,5,3,03
0,0,"c(228, 114)","c(1, 2, 0, 3)",none,none,filler,0,198,cw,112,9,8,122,3360,234,1,6,3,03
0,0,"c(83, 235)","c(3, 1, 2, 0)",none,none,filler,0,122,cw,97,10,8,347,5962,84,1,1,3,03
0,0,"c(162, 142)","c(2, 1, 3, 0)",2,1,fixed,4,347,ccw,257,11,8,306,5375,157,-1,5,3,03
0,0,"c(102, 151)","c(2, 1, 3, 0)",none,none,filler,0,309,ccw,274,12,8,322,6903,124,1,22,3,03
0,0,"c(283, 265)","c(0, 3, 2, 1)",none,none,filler,0,322,ccw,219,13,8,212,2888,289,1,6,3,03
0,0,"c(316, 296)","c(1, 2, 3, 0)",4,1,fixed,4,212,ccw,67,14,8,341,5898,312,-1,4,3,03
0,0,"c(324, 124)","c(3, 2, 0, 1)",none,none,filler,0,213,cw,133,0,9,198,3325,331,1,7,3,03
0,0,"c(343, 219)","c(1, 3, 2, 0)",none,none,filler,0,198,ccw,258,1,9,122,4232,340,-1,3,3,03
0,0,"c(57, 77)","c(0, 3, 1, 2)",6,2,fixed,5,123,ccw,3,2,9,300,3262,57,-1,0,3,03
0,0,"c(255, 143)","c(3, 1, 2, 0)",none,none,filler,0,300,ccw,164,3,9,315,3034,241,-1,14,3,03
0,0,"c(359, 77)","c(1, 0, 2, 3)",none,none,filler,0,315,cw,36,4,9,315,1082,351,-1,8,3,03
0,0,"c(188, 208)","c(3, 0, 2, 1)",7,2,fixed,5,315,ccw,56,5,9,95,6757,209,1,21,3,03
0,0,"c(106, 122)","c(2, 3, 1, 0)",none,none,filler,0,95,ccw,104,6,9,136,8545,120,1,14,3,03
0,0,"c(170, 149)","c(0, 1, 3, 2)",none,none,filler,0,136,ccw,229,7,9,335,8566,156,-1,14,3,03
0,0,"c(293, 313)","c(3, 0, 1, 2)",9,2,fixed,4,335,ccw,305,8,9,128,4392,287,-1,6,3,03
0,0,"c(339, 25)","c(3, 1, 2, 0)",none,none,filler,0,128,cw,358,9,9,322,8180,320,-1,19,3,03
0,0,"c(241, 94)","c(3, 0, 2, 1)",none,none,filler,0,322,ccw,113,10,9,0,1573,247,1,6,3,03
0,0,"c(1, 21)","c(1, 2, 3, 0)",5,2,fixed,5,0,cw,194,11,9,148,3593,342,1,19,3,03
0,0,"c(110, 260)","c(3, 1, 0, 2)",none,none,filler,0,148,cw,68,12,9,46,8334,114,1,4,3,03
0,0,"c(271, 305)","c(3, 2, 0, 1)",none,none,filler,0,46,ccw,94,13,9,357,4270,269,-1,2,3,03
0,0,"c(203, 223)","c(1, 2, 3, 0)",8,2,fixed,5,1,ccw,281,14,9,234,3813,205,1,2,3,03
0,0,"c(266, 346)","c(0, 2, 3, 1)",none,none,filler,0,234,cw,35,0,10,234,1032,269,1,3,3,03
0,0,"c(163, 129)","c(0, 3, 2, 1)",none,none,filler,0,234,cw,195,1,10,340,9162,175,1,12,3,03
0,0,"c(157, 137)","c(1, 2, 0, 3)",2,1,fixed,5,340,ccw,85,2,10,120,2564,155,-1,2,3,03
0,0,"c(95, 259)","c(2, 1, 3, 0)",none,none,filler,0,120,ccw,203,3,10,68,2728,89,-1,6,3,03
0,0,"c(338, 273)",3:0,none,none,filler,0,68,cw,75,4,10,266,4140,341,1,3,3,03
0,0,"c(56, 36)","c(0, 3, 2, 1)",0,1,fixed,5,266,ccw,314,5,10,355,4155,51,-1,5,3,03
0,0,"c(214, 345)","c(2, 3, 0, 1)",none,none,filler,0,355,cw,187,6,10,39,3565,226,1,12,3,03
0,0,"c(1, 243)","c(0, 2, 1, 3)",none,none,filler,0,39,ccw,118,7,10,254,7514,348,1,13,3,03
0,0,"c(312, 292)","c(3, 0, 1, 2)",4,1,fixed,5,254,cw,209,8,10,88,3865,297,-1,15,3,03
0,0,"c(91, 124)","c(3, 0, 2, 1)",none,none,filler,0,88,ccw,329,9,10,244,8573,147,1,56,3,03
0,0,"c(66, 312)","c(0, 3, 1, 2)",none,none,filler,0,239,cw,95,10,10,334,3411,69,1,3,3,03
0,0,"c(73, 53)","c(2, 1, 0, 3)",1,1,fixed,5,334,cw,244,11,10,197,4043,81,1,8,3,03
0,0,"c(260, 147)","c(2, 3, 0, 1)",none,none,filler,0,197,cw,240,12,10,40,1792,280,1,20,3,03
0,0,"c(31, 332)","c(1, 3, 0, 2)",none,none,filler,0,40,ccw,233,13,10,91,2569,36,1,5,3,03
0,0,"c(217, 197)","c(0, 3, 2, 1)",3,1,fixed,5,91,ccw,91,14,10,38,1592,231,1,14,3,03
0,0,"c(91, 124)","c(3, 0, 2, 1)",none,none,filler,0,88,ccw,329,9,10,244,8573,147,1,56,3,03
0,0,"c(130, 3)","c(2, 1, 0, 3)",none,none,filler,0,37,cw,325,0,11,197,3482,162,1,32,3,03
0,0,"c(173, 10)","c(2, 3, 0, 1)",none,none,filler,0,193,ccw,243,1,11,306,3016,171,-1,2,3,03
0,0,"c(57, 77)","c(1, 2, 0, 3)",6,2,fixed,6,306,ccw,313,2,11,350,3981,57,-1,0,3,03
0,0,"c(153, 26)","c(2, 0, 1, 3)",none,none,filler,0,350,cw,130,3,11,351,1907,121,-1,32,3,03
0,0,"c(49, 297)","c(0, 1, 3, 2)",none,none,filler,0,351,cw,147,4,11,264,4960,51,1,2,3,03
0,0,"c(287, 307)","c(2, 1, 3, 0)",9,2,fixed,5,264,ccw,200,5,11,243,3291,277,-1,10,3,03
0,0,"c(98, 123)","c(2, 0, 1, 3)",none,none,filler,0,243,cw,62,6,11,59,4643,121,1,23,3,03
0,0,"c(190, 94)",0:3,none,none,filler,0,59,ccw,189,7,11,331,4185,200,1,10,3,03
0,0,"c(342, 362)","c(2, 1, 0, 3)",5,2,fixed,6,334,cw,289,8,11,42,6489,331,-1,11,3,03
0,0,"c(76, 337)","c(1, 3, 2, 0)",none,none,filler,0,42,ccw,236,9,11,43,1200,81,1,5,3,03
0,0,"c(14, 143)","c(1, 2, 3, 0)",none,none,filler,0,43,cw,83,10,11,264,3530,347,1,27,3,03
0,0,"c(209, 229)","c(0, 3, 1, 2)",7,2,fixed,6,265,cw,52,11,11,148,4322,200,-1,9,3,03
0,0,"c(239, 255)","c(1, 2, 0, 3)",none,none,filler,0,148,ccw,152,12,11,345,7701,223,-1,16,3,03
0,0,"c(143, 123)","c(1, 0, 3, 2)",none,none,filler,0,345,cw,322,13,11,189,3947,151,1,8,3,03
0,0,"c(205, 225)","c(2, 1, 3, 0)",8,2,fixed,6,188,cw,192,14,11,6,8338,198,-1,7,3,03
0,0,"c(130, 3)","c(2, 1, 0, 3)",none,none,filler,0,37,cw,325,0,11,197,3482,162,1,32,3,03
0,0,"c(153, 26)","c(2, 0, 1, 3)",none,none,filler,0,350,cw,130,3,11,351,1907,121,-1,32,3,03
0,0,"c(98, 123)","c(2, 0, 1, 3)",none,none,filler,0,243,cw,62,6,11,59,4643,121,1,23,3,03
0,0,"c(14, 143)","c(1, 2, 3, 0)",none,none,filler,0,43,cw,83,10,11,264,3530,347,1,27,3,03
0,0,"c(178, 335)","c(1, 3, 2, 0)",none,none,filler,0,6,cw,251,0,12,291,7636,182,1,4,3,03
0,0,"c(356, 239)","c(3, 0, 1, 2)",none,none,filler,0,291,ccw,225,1,12,162,3056,333,-1,23,3,03
0,0,"c(297, 277)","c(1, 2, 3, 0)",4,1,fixed,6,162,cw,7,2,12,285,5506,292,-1,5,3,03
0,0,"c(272, 319)","c(3, 1, 2, 0)",none,none,filler,0,284,ccw,96,3,12,337,2838,287,1,15,3,03
0,0,"c(176, 62)","c(1, 3, 0, 2)",none,none,filler,0,337,ccw,98,4,12,99,3443,163,-1,13,3,03
0,0,"c(81, 61)","c(2, 1, 0, 3)",1,1,fixed,6,104,cw,228,5,12,209,2771,77,-1,4,3,03
0,0,"c(359, 302)","c(2, 3, 0, 1)",none,none,filler,0,209,cw,293,6,12,56,2028,349,-1,10,3,03
0,0,"c(51, 319)","c(3, 1, 0, 2)",none,none,filler,0,56,cw,18,7,12,56,1092,74,1,23,3,03
0,0,"c(51, 31)","c(2, 1, 3, 0)",0,1,fixed,6,56,ccw,21,8,12,285,4564,54,1,3,3,03
0,0,"c(115, 147)",3:0,none,none,filler,0,288,cw,193,9,12,288,931,121,1,6,3,03
0,0,"c(190, 171)",0:3,none,none,filler,0,288,cw,11,10,12,169,4684,180,-1,10,3,03
0,0,"c(155, 135)","c(3, 0, 2, 1)",2,1,fixed,6,169,cw,4,11,12,160,2677,164,1,9,3,03
0,0,"c(276, 233)","c(2, 0, 1, 3)",none,none,filler,0,160,ccw,26,12,12,36,3449,298,1,22,3,03
0,0,"c(340, 238)","c(3, 2, 0, 1)",none,none,filler,0,36,ccw,30,13,12,353,3729,337,-1,3,3,03
0,0,"c(231, 211)","c(0, 3, 1, 2)",3,1,fixed,6,353,cw,28,14,12,195,3426,223,-1,8,3,03
0,0,"c(356, 239)","c(3, 0, 1, 2)",none,none,filler,0,291,ccw,225,1,12,162,3056,333,-1,23,3,03
0,0,"c(51, 319)","c(3, 1, 0, 2)",none,none,filler,0,56,cw,18,7,12,56,1092,74,1,23,3,03
0,0,"c(254, 180)","c(1, 0, 2, 3)",none,none,filler,0,195,cw,191,0,13,84,3763,275,1,21,3,03
0,0,"c(29, 96)","c(1, 3, 0, 2)",none,none,filler,0,84,ccw,348,1,13,13,6087,359,1,30,3,03
0,0,"c(200, 220)","c(2, 1, 0, 3)",7,2,fixed,7,13,cw,318,2,13,237,5098,195,-1,5,3,03
0,0,"c(233, 251)","c(1, 0, 3, 2)",none,none,filler,0,237,cw,152,3,13,77,7426,229,-1,4,3,03
0,0,"c(154, 10)",3:0,none,none,filler,0,77,cw,220,4,13,290,1764,150,-1,4,3,03
0,0,"c(57, 77)","c(1, 2, 0, 3)",6,2,fixed,7,290,cw,77,5,13,329,2378,46,-1,11,3,03
0,0,"c(253, 20)","c(0, 3, 2, 1)",none,none,filler,0,329,ccw,153,6,13,329,882,238,-1,15,3,03
0,0,"c(177, 43)",0:3,none,none,filler,0,329,ccw,339,7,13,202,3747,179,1,2,3,03
0,0,"c(277, 297)","c(2, 1, 0, 3)",9,2,fixed,6,202,cw,234,8,13,37,5027,271,-1,6,3,03
0,0,"c(196, 0)","c(1, 2, 3, 0)",none,none,filler,0,37,ccw,96,9,13,81,5099,183,-1,13,3,03
0,0,"c(116, 59)","c(2, 1, 0, 3)",none,none,filler,0,82,cw,301,10,13,164,2808,105,-1,11,3,03
0,0,"c(198, 218)","c(3, 0, 2, 1)",8,2,fixed,7,164,cw,306,11,13,246,4464,192,-1,6,3,03
0,0,"c(106, 134)","c(1, 3, 0, 2)",none,none,filler,0,246,ccw,132,12,13,89,5957,139,1,33,3,03
0,0,"c(185, 320)","c(1, 3, 2, 0)",none,none,filler,0,90,ccw,286,13,13,260,2648,174,-1,11,3,03
0,0,"c(331, 351)","c(2, 1, 3, 0)",5,2,fixed,7,260,ccw,103,14,13,297,2362,320,-1,11,3,03
0,0,"c(29, 96)","c(1, 3, 0, 2)",none,none,filler,0,84,ccw,348,1,13,13,6087,359,1,30,3,03
0,0,"c(106, 134)","c(1, 3, 0, 2)",none,none,filler,0,246,ccw,132,12,13,89,5957,139,1,33,3,03
0,0,"c(15, 91)","c(3, 2, 0, 1)",none,none,filler,0,297,ccw,338,0,14,34,3520,348,1,27,3,03
0,0,"c(264, 332)","c(1, 3, 2, 0)",none,none,filler,0,34,cw,304,1,14,343,1471,287,1,23,3,03
0,0,"c(223, 203)","c(0, 3, 1, 2)",3,1,fixed,7,343,cw,49,2,14,156,2280,205,-1,18,3,03
0,0,"c(138, 358)","c(2, 3, 0, 1)",none,none,filler,0,156,cw,120,3,14,44,6836,164,1,26,3,03
0,0,"c(322, 246)","c(3, 0, 2, 1)",none,none,filler,0,44,cw,336,4,14,339,3277,315,-1,7,3,03
0,0,"c(292, 272)","c(1, 2, 0, 3)",4,1,fixed,7,339,cw,186,5,14,116,6163,302,1,10,3,03
0,0,"c(8, 108)","c(2, 0, 1, 3)",none,none,filler,0,116,cw,314,6,14,30,2184,344,1,24,3,03
0,0,"c(43, 270)","c(0, 3, 1, 2)",none,none,filler,0,30,ccw,211,7,14,106,2077,43,-1,0,3,03
0,0,"c(164, 144)","c(2, 1, 0, 3)",2,1,fixed,7,106,ccw,294,8,14,253,6047,173,1,9,3,03
0,0,"c(28, 144)","c(1, 0, 3, 2)",none,none,filler,0,253,ccw,155,9,14,202,4385,3,-1,25,3,03
0,0,"c(137, 169)","c(2, 0, 3, 1)",none,none,filler,0,202,ccw,120,10,14,100,3680,140,1,3,3,03
0,0,"c(54, 34)","c(1, 2, 0, 3)",0,1,fixed,7,100,cw,345,11,14,63,4143,48,-1,6,3,03
0,0,"c(307, 196)","c(1, 0, 2, 3)",none,none,filler,0,62,ccw,161,12,14,260,4258,299,-1,8,3,03
0,0,"c(239, 75)","c(0, 3, 1, 2)",none,none,filler,0,260,cw,268,13,14,342,4467,250,1,11,3,03
0,0,"c(77, 57)","c(1, 2, 3, 0)",1,1,fixed,7,342,ccw,170,14,14,114,5069,76,-1,1,3,03
0,0,"c(15, 91)","c(3, 2, 0, 1)",none,none,filler,0,297,ccw,338,0,14,34,3520,348,1,27,3,03
0,0,"c(264, 332)","c(1, 3, 2, 0)",none,none,filler,0,34,cw,304,1,14,343,1471,287,1,23,3,03
0,0,"c(138, 358)","c(2, 3, 0, 1)",none,none,filler,0,156,cw,120,3,14,44,6836,164,1,26,3,03
0,0,"c(8, 108)","c(2, 0, 1, 3)",none,none,filler,0,116,cw,314,6,14,30,2184,344,1,24,3,03
0,0,"c(28, 144)","c(1, 0, 3, 2)",none,none,filler,0,253,ccw,155,9,14,202,4385,3,-1,25,3,03
0,0,"c(105, 347)","c(2, 0, 3, 1)",none,none,filler,0,115,ccw,115,0,15,161,3040,84,-1,21,3,03
